"sid","pid","PNUM","uid","TASK","DATASET","timestamp","ixn","code_topic","code_detail","code_datatype","flag_simultaneous","reps_group","reps_all","time","task_start","task_end","task_mins","task_second","relative_time_s","relative_time","reps_multi","REP","rep_simple","rep_type"
"614","s294hoei","P13","639","static","happiness",00:43:30,"FALSE","PROCESS","representation comment",NA,FALSE,"scatterplot","life_expectancy_vs_gdp_scatterplot_facet_column_s294hoeihappiness,",00:43:30,00:25:06,00:50:30,25.4,1524,1104,1104,FALSE,"scatterplot","scatterplot","CHART"
"615","s294hoei","P13","586","static","happiness",00:43:57,"FALSE","PROCESS","representation comment",NA,FALSE,"scatterplot","life_expectancy_vs_gdp_scatterplot_facet_column_s294hoeihappiness,",00:43:57,00:25:06,00:50:30,25.4,1524,1131,1131,FALSE,"scatterplot","scatterplot","CHART"
"616","s294hoei","P13","584","static","happiness",00:44:18,"FALSE","PROCESS","representation comment","relationship (continuous X continuous)",FALSE,"scatterplot","life_expectancy_vs_gdp_scatterplot_facet_column_s294hoeihappiness,",00:44:18,00:25:06,00:50:30,25.4,1524,1152,1152,FALSE,"scatterplot","scatterplot","CHART"
"617","s294hoei","P13","632","static","happiness",00:46:51,"FALSE","PROCESS","representation comment",NA,FALSE,"lineplot","happiness_over_years_facet_by_country_s294hoeihappiness,",00:46:51,00:25:06,00:50:30,25.4,1524,1305,1305,FALSE,"lineplot","lineplot","CHART"
"618","s294hoei","P13","659","static","happiness",00:46:40,"FALSE","PROCESS","representation comment",NA,FALSE,"lineplot","happiness_over_years_facet_by_country_s294hoeihappiness,",00:46:40,00:25:06,00:50:30,25.4,1524,1294,1294,FALSE,"lineplot","lineplot","CHART"
"619","s294hoei","P13","654","static","happiness",00:46:45,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (categorical X continuous)",FALSE,"lineplot","happiness_over_years_facet_by_country_s294hoeihappiness,",00:46:45,00:25:06,00:50:30,25.4,1524,1299,1299,FALSE,"lineplot","lineplot","CHART"
"620","s294hoei","P13","650","static","happiness",00:47:25,"FALSE","PROCESS","representation comment",NA,FALSE,"lineplot","happiness_over_years_facet_by_country_s294hoeihappiness,",00:47:25,00:25:06,00:50:30,25.4,1524,1339,1339,FALSE,"lineplot","lineplot","CHART"
"621","s294hoei","P13","657","static","happiness",00:47:07,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (multivariate)
",FALSE,"lineplot","happiness_over_years_facet_by_country_s294hoeihappiness,",00:47:07,00:25:06,00:50:30,25.4,1524,1321,1321,FALSE,"lineplot","lineplot","CHART"
"622","s294hoei","P13","658","static","happiness",00:47:12,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (multivariate)
",FALSE,"lineplot","happiness_over_years_facet_by_country_s294hoeihappiness,",00:47:12,00:25:06,00:50:30,25.4,1524,1326,1326,FALSE,"lineplot","lineplot","CHART"
"623","s294hoei","P13","630","static","happiness",00:47:21,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (multivariate)
",FALSE,"lineplot","happiness_over_years_facet_by_country_s294hoeihappiness,",00:47:21,00:25:06,00:50:30,25.4,1524,1335,1335,FALSE,"lineplot","lineplot","CHART"
"624","s294hoei","P13","588","static","happiness",00:47:29,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (multivariate)
",FALSE,"lineplot","happiness_over_years_facet_by_country_s294hoeihappiness,",00:47:29,00:25:06,00:50:30,25.4,1524,1343,1343,FALSE,"lineplot","lineplot","CHART"
"625","s294hoei","P13","638","static","happiness",00:47:35,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (multivariate)
",FALSE,"lineplot","happiness_over_years_facet_by_country_s294hoeihappiness,",00:47:35,00:25:06,00:50:30,25.4,1524,1349,1349,FALSE,"lineplot","lineplot","CHART"
"626","s294hoei","P13","634","static","happiness",00:47:39,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (multivariate)
",FALSE,"lineplot","happiness_over_years_facet_by_country_s294hoeihappiness,",00:47:39,00:25:06,00:50:30,25.4,1524,1353,1353,FALSE,"lineplot","lineplot","CHART"
"627","s294hoei","P13","618","static","happiness",00:47:44,"FALSE","PROCESS","representation comment",NA,FALSE,"lineplot","happiness_over_years_facet_by_country_s294hoeihappiness,",00:47:44,00:25:06,00:50:30,25.4,1524,1358,1358,FALSE,"lineplot","lineplot","CHART"
"628","s294hoei","P13","645","static","happiness",00:48:05,"FALSE","PROCESS","representation comment",NA,FALSE,"lineplot","happiness_over_years_facet_by_country_s294hoeihappiness,",00:48:05,00:25:06,00:50:30,25.4,1524,1379,1379,FALSE,"lineplot","lineplot","CHART"
"629","s294hoei","P13","619","static","happiness",00:48:31,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (multivariate)
",FALSE,"lineplot","happiness_over_years_facet_by_country_s294hoeihappiness,",00:48:31,00:25:06,00:50:30,25.4,1524,1405,1405,FALSE,"lineplot","lineplot","CHART"
"630","s294hoei","P13","617","static","happiness",00:48:38,"FALSE","PROCESS","representation comment",NA,FALSE,"lineplot","happiness_over_years_facet_by_country_s294hoeihappiness,",00:48:38,00:25:06,00:50:30,25.4,1524,1412,1412,FALSE,"lineplot","lineplot","CHART"
"631","s294hoei","P13","636","static","happiness",00:49:25,"FALSE","RELATIONSHIP","relationship form (linearity/non-linearity)","relationship (multivariate)
",FALSE,"lineplot","happiness_over_years_facet_by_country_s294hoeihappiness,",00:49:25,00:25:06,00:50:30,25.4,1524,1459,1459,FALSE,"lineplot","lineplot","CHART"
"632","s294hoei","P13","635","static","happiness",00:49:30,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (multivariate)
",FALSE,"lineplot","happiness_over_years_facet_by_country_s294hoeihappiness,",00:49:30,00:25:06,00:50:30,25.4,1524,1464,1464,FALSE,"lineplot","lineplot","CHART"
"633","s294hoei","P13","629","static","happiness",00:49:36,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (multivariate)
",FALSE,"lineplot","happiness_over_years_facet_by_country_s294hoeihappiness,",00:49:36,00:25:06,00:50:30,25.4,1524,1470,1470,FALSE,"lineplot","lineplot","CHART"
"634","s294hoei","P13","633","static","happiness",00:49:38,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (multivariate)
",FALSE,"lineplot","happiness_over_years_facet_by_country_s294hoeihappiness,",00:49:38,00:25:06,00:50:30,25.4,1524,1472,1472,FALSE,"lineplot","lineplot","CHART"
"635","s294hoei","P13","660","static","happiness",00:49:38,"FALSE","PROCESS","plan of action","relationship (multivariate)
",FALSE,"lineplot","happiness_over_years_facet_by_country_s294hoeihappiness,",00:49:38,00:25:06,00:50:30,25.4,1524,1472,1472,FALSE,"lineplot","lineplot","CHART"
"636","s294hoei","P13","605","static","happiness",00:50:30,"FALSE","PROCESS","representation comment",NA,FALSE,"none",NA,00:50:30,00:25:06,00:50:30,25.4,1524,1524,1524,FALSE,"none","NONE","NONE"
"637","s294hoei","P13","589","ixn","space",01:17:52,"FALSE","DATASET","variable metadata",NA,FALSE,"dictionary","data_dictionary,",01:17:52,01:17:52,01:42:46,24.9,1494,0,0,FALSE,"dictionary","TABLE","CODE"
"638","s294hoei","P13","585","ixn","space",01:18:00,"FALSE","DATASET","variable metadata",NA,FALSE,"dictionary","data_dictionary,",01:18:00,01:17:52,01:42:46,24.9,1494,8,8,FALSE,"dictionary","TABLE","CODE"
"639","s294hoei","P13","649","ixn","space",01:18:03,"FALSE","DATASET","variable metadata",NA,FALSE,"dictionary","data_dictionary,",01:18:03,01:17:52,01:42:46,24.9,1494,11,11,FALSE,"dictionary","TABLE","CODE"
"640","s294hoei","P13","582","ixn","space",01:18:10,"FALSE","DATASET","variable metadata",NA,FALSE,"dictionary","data_dictionary,",01:18:10,01:17:52,01:42:46,24.9,1494,18,18,FALSE,"dictionary","TABLE","CODE"
"641","s294hoei","P13","596","ixn","space",01:18:13,"FALSE","DATASET","variable metadata",NA,FALSE,"dictionary","data_dictionary,",01:18:13,01:17:52,01:42:46,24.9,1494,21,21,FALSE,"dictionary","TABLE","CODE"
"642","s294hoei","P13","655","ixn","space",01:18:33,"FALSE","DATASET","variable metadata",NA,FALSE,"dictionary","data_dictionary,",01:18:33,01:17:52,01:42:46,24.9,1494,41,41,FALSE,"dictionary","TABLE","CODE"
"643","s294hoei","P13","581","ixn","space",01:20:03,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution (categorical)",FALSE,"python","survived_count_initial_s294hoeispace,",01:20:03,01:17:52,01:42:46,24.9,1494,131,131,FALSE,"python","CODE","CODE"
"644","s294hoei","P13","616","ixn","space",01:20:17,"FALSE","PROCESS","representation comment",NA,FALSE,"python","survived_percentage_wrong_arg_s294hoeispace,",01:20:17,01:17:52,01:42:46,24.9,1494,145,145,FALSE,"python","CODE","CODE"
"645","s294hoei","P13","612","ixn","space",01:22:13,"FALSE","PROCESS","representation comment",NA,FALSE,"profile","combined_profile_with_wrong_columns_s294hoeispace,",01:22:13,01:17:52,01:42:46,24.9,1494,261,261,FALSE,"profile","profile","CHART"
"646","s294hoei","P13","627","ixn","space",01:22:23,"FALSE","PROCESS","representation comment",NA,FALSE,"profile","combined_profile_with_wrong_columns_s294hoeispace,",01:22:23,01:17:52,01:42:46,24.9,1494,271,271,FALSE,"profile","profile","CHART"
"647","s294hoei","P13","628","ixn","space",01:22:45,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution (categorical)",FALSE,"profile","combined_profile_with_wrong_columns_s294hoeispace,",01:22:45,01:17:52,01:42:46,24.9,1494,293,293,FALSE,"profile","profile","CHART"
"648","s294hoei","P13","590","ixn","space",01:22:55,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution (categorical)",TRUE,"profile","combined_profile_with_wrong_columns_s294hoeispace,",01:22:55,01:17:52,01:42:46,24.9,1494,303,303,FALSE,"profile","profile","CHART"
"649","s294hoei","P13","656","ixn","space",01:23:07,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution (categorical)",FALSE,"profile","combined_profile_with_wrong_columns_s294hoeispace,",01:23:07,01:17:52,01:42:46,24.9,1494,315,315,FALSE,"profile","profile","CHART"
"650","s294hoei","P13","609","ixn","space",01:23:10,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution (categorical)",FALSE,"profile","combined_profile_with_wrong_columns_s294hoeispace,",01:23:10,01:17:52,01:42:46,24.9,1494,318,318,FALSE,"profile","profile","CHART"
"651","s294hoei","P13","583","ixn","space",01:24:01,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution  (continuous)",FALSE,"profile","combined_profile_with_wrong_columns_s294hoeispace,",01:24:01,01:17:52,01:42:46,24.9,1494,369,369,FALSE,"profile","profile","CHART"
"652","s294hoei","P13","606","ixn","space",01:24:20,"FALSE","PROCESS","plan of action",NA,FALSE,"profile","combined_profile_with_wrong_columns_s294hoeispace,",01:24:20,01:17:52,01:42:46,24.9,1494,388,388,FALSE,"profile","profile","CHART"
"653","s294hoei","P13","621","ixn","space",01:31:01,"TRUE","RELATIONSHIP","relationship strength and/or direction","relationship (categorical X continuous)",TRUE,"multiviewchart","highlight_effect_barplot_s294hoeispace,",01:31:01,01:17:52,01:42:46,24.9,1494,789,789,FALSE,"multiviewchart","multi-view chart","CHART"
"654","s294hoei","P13","622","ixn","space",01:31:08,"TRUE","RELATIONSHIP","relationship strength and/or direction","relationship (categorical X continuous)",FALSE,"multiviewchart","highlight_effect_barplot_s294hoeispace,",01:31:08,01:17:52,01:42:46,24.9,1494,796,796,FALSE,"multiviewchart","multi-view chart","CHART"
"655","s294hoei","P13","620","ixn","space",01:32:21,"TRUE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"multiviewchart","highlight_effect_barplot_s294hoeispace,",01:32:21,01:17:52,01:42:46,24.9,1494,869,869,FALSE,"multiviewchart","multi-view chart","CHART"
"656","s294hoei","P13","631","ixn","space",01:33:05,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"multiviewchart","highlight_effect_barplot_s294hoeispace, space_titanic_corr_heatmap_s294hoeispace,",01:33:05,01:17:52,01:42:46,24.9,1494,913,913,FALSE,"multiviewchart","multi-view chart","CHART"
"657","s294hoei","P13","643","ixn","space",01:34:59,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",TRUE,"heatmap","space_titanic_corr_heatmap_s294hoeispace,",01:34:59,01:17:52,01:42:46,24.9,1494,1027,1027,FALSE,"heatmap","heatmap","CHART"
"658","s294hoei","P13","603","ixn","space",01:35:23,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",TRUE,"heatmap","space_titanic_corr_heatmap_s294hoeispace,",01:35:23,01:17:52,01:42:46,24.9,1494,1051,1051,FALSE,"heatmap","heatmap","CHART"
"659","s294hoei","P13","662","ixn","space",01:36:10,"TRUE","RELATIONSHIP","relationship strength and/or direction","relationship (categorical X continuous)",FALSE,"multiviewchart","highlight_effect_barplot_s294hoeispace,",01:36:10,01:17:52,01:42:46,24.9,1494,1098,1098,FALSE,"multiviewchart","multi-view chart","CHART"
"660","s294hoei","P13","598","ixn","space",01:37:34,"FALSE","PROCESS","plan of action",NA,FALSE,"dataframe","space_titanic_head_third_s294hoeispace,",01:37:34,01:17:52,01:42:46,24.9,1494,1182,1182,FALSE,"dataframe","TABLE","CODE"
"662","s294hoei","P13","626","ixn","space",01:38:56,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (categorical X continuous)",FALSE,"heatmap","space_titanic_corr_heatmap_s294hoeispace,",01:38:56,01:17:52,01:42:46,24.9,1494,1264,1264,FALSE,"heatmap","heatmap","CHART"
"663","s294hoei","P13","600","ixn","space",01:39:25,"TRUE","PROCESS","representation comment",NA,FALSE,"multiviewchart","roomservice_highlight_count_repeated_s294hoeispace,",01:39:25,01:17:52,01:42:46,24.9,1494,1293,1293,FALSE,"multiviewchart","multi-view chart","CHART"
"664","s294hoei","P13","647","ixn","space",01:42:46,"TRUE","PROCESS","representation comment","distribution  (continuous)",FALSE,"multiviewchart","roomservice_highlight_count_repeated_s294hoeispace,",01:42:46,01:17:52,01:42:46,24.9,1494,1494,1494,FALSE,"multiviewchart","multi-view chart","CHART"
"2250","bjs827ee1u","P6","301","ixn","space",01:17:12,"FALSE","PROCESS","representation comment","relationship (categorical X categorical)",FALSE,"dataframe","display_df_bjs827ee1uspace,",01:17:12,01:15:05,01:38:28,23.4,1403,127,127,FALSE,"dataframe","TABLE","CODE"
"2252","bjs827ee1u","P6","313","ixn","space",01:18:08,"TRUE","PROCESS","representation comment",NA,FALSE,"scatterplot","Age_CryoSleep_scatterplot_bjs827ee1uspace,",01:18:08,01:15:05,01:38:28,23.4,1403,183,183,FALSE,"scatterplot","scatterplot","CHART"
"2256","bjs827ee1u","P6","305","ixn","space",01:26:51,"FALSE","PROCESS","plan of action","relationship (categorical X categorical)",FALSE,"python","count_survived_bjs827ee1uspace,",01:26:51,01:15:05,01:38:28,23.4,1403,706,706,FALSE,"python","CODE","CODE"
"2263","3r2sh20ei","P9","16","ixn","space",01:08:19,"FALSE","PROCESS","representation comment",NA,FALSE,"dataframe","display_dataframe_3r2sh20eispace,",01:08:19,01:08:19,01:32:28,24.1,1449,0,0,FALSE,"dataframe","TABLE","CODE"
"2276","3r2sh20ei","P9","66","ixn","space",01:11:03,"FALSE","DATASET","missing data","distribution (categorical)",FALSE,"profile","profile_dataframe_3r2sh20eispace,",01:11:03,01:08:19,01:32:28,24.1,1449,164,164,FALSE,"profile","profile","CHART"
"2277","3r2sh20ei","P9","44","ixn","space",01:11:18,"FALSE","PROCESS","representation comment",NA,FALSE,"profile","profile_dataframe_3r2sh20eispace,",01:11:18,01:08:19,01:32:28,24.1,1449,179,179,FALSE,"profile","profile","CHART"
"2285","3r2sh20ei","P9","49","ixn","space",01:14:57,"FALSE","PROCESS","representation comment",NA,FALSE,"dataframe","profile_dataframe_3r2sh20eispace, vip_value_counts_3r2sh20eispace, null_rows_dataframe_3r2sh20eispace,",01:14:57,01:08:19,01:32:28,24.1,1449,398,398,TRUE,"dataframe","TABLE","CODE"
"2285","3r2sh20ei","P9","49","ixn","space",01:14:57,"FALSE","PROCESS","representation comment",NA,FALSE,"profile","profile_dataframe_3r2sh20eispace, vip_value_counts_3r2sh20eispace, null_rows_dataframe_3r2sh20eispace,",01:14:57,01:08:19,01:32:28,24.1,1449,398,398,TRUE,"profile","profile","CHART"
"2286","3r2sh20ei","P9","1","ixn","space",01:15:13,"FALSE","PROCESS","representation comment",NA,FALSE,"profile","profile_dataframe_3r2sh20eispace,",01:15:13,01:08:19,01:32:28,24.1,1449,414,414,FALSE,"profile","profile","CHART"
"2291","3r2sh20ei","P9","77","ixn","space",01:31:58,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (categorical X continuous)",FALSE,"double-profiler","profile_survived-2_3r2sh20eispace, profile_deceased_3r2sh20eispace,",01:31:58,01:08:19,01:32:28,24.1,1449,1419,1419,FALSE,"double-profiler","profile","CHART"
"2292","3r2sh20ei","P9","82","ixn","space",01:32:14,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (categorical X continuous)",TRUE,"double-profiler","profile_survived-2_3r2sh20eispace, profile_deceased_3r2sh20eispace,",01:32:14,01:08:19,01:32:28,24.1,1449,1435,1435,FALSE,"double-profiler","profile","CHART"
"2293","3r2sh20ei","P9","60","ixn","space",01:32:24,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (categorical X categorical)",FALSE,"double-profiler","profile_survived-2_3r2sh20eispace, profile_deceased_3r2sh20eispace,",01:32:24,01:08:19,01:32:28,24.1,1449,1445,1445,FALSE,"double-profiler","profile","CHART"
"2342","4728sjuiz","P10","96","static","happiness",00:28:01,"FALSE","PROCESS","representation comment","relationship (continuous X continuous)",FALSE,"pairplot","pairplot_df_4728sjuizhappiness,",00:28:01,00:19:15,00:42:55,23.7,1420,526,526,FALSE,"pairplot","pairplot","CHART"
"2349","4728sjuiz","P10","98","static","happiness",00:30:23,"FALSE","RELATIONSHIP","relationship cluster(s)/subgroup/ unexpected","relationship (continuous X continuous)",FALSE,"pairplot","pairplot_df_4728sjuizhappiness,",00:30:23,00:19:15,00:42:55,23.7,1420,668,668,FALSE,"pairplot","pairplot","CHART"
