"sid","pid","PNUM","uid","TASK","DATASET","timestamp","ixn","code_topic","code_detail","code_datatype","flag_simultaneous","utterance","reps_group","time","task_start","task_end","task_mins","task_second","relative_time_s","relative_time","reps_multi","REP","rep_simple","rep_type","rep_name"
"614","s294hoei","P13","639","static","happiness",00:43:30,"FALSE","PROCESS","representation comment",NA,FALSE,"pretty sweet that I could make a faceted scatter project which was so, which was sounding pretty complicated in my head through just the addition of 'facet'.","scatterplot",00:43:30,00:25:06,00:50:30,25.4,1524,1104,1104,FALSE,"scatterplot","scatterplot","CHART","life_expectancy_vs_gdp_scatterplot_facet_column_s294hoeihappiness"
"615","s294hoei","P13","586","static","happiness",00:43:57,"FALSE","PROCESS","representation comment",NA,FALSE,"Can I add a line of best fit here?","scatterplot",00:43:57,00:25:06,00:50:30,25.4,1524,1131,1131,FALSE,"scatterplot","scatterplot","CHART","life_expectancy_vs_gdp_scatterplot_facet_column_s294hoeihappiness"
"616","s294hoei","P13","584","static","happiness",00:44:18,"FALSE","PROCESS","representation comment","relationship (continuous X continuous)",FALSE,"Because it does seem like it does seem like there's something happening with the gradient. But I can't really like the gradients not really consistent. And II think it'd be fun to if I can maybe see if there's if the gradient is changing in any way over time.","scatterplot",00:44:18,00:25:06,00:50:30,25.4,1524,1152,1152,FALSE,"scatterplot","scatterplot","CHART","life_expectancy_vs_gdp_scatterplot_facet_column_s294hoeihappiness"
"617","s294hoei","P13","632","static","happiness",00:46:51,"FALSE","PROCESS","representation comment",NA,FALSE,"Oh, I love this. this is this is absolutely, This is giving me so much joy. just extreme joy at the moment.","lineplot",00:46:51,00:25:06,00:50:30,25.4,1524,1305,1305,FALSE,"lineplot","lineplot","CHART","happiness_over_years_facet_by_country_s294hoeihappiness"
"618","s294hoei","P13","659","static","happiness",00:46:40,"FALSE","PROCESS","representation comment",NA,FALSE,"What's the why is the Y consist. Oh, my God.","lineplot",00:46:40,00:25:06,00:50:30,25.4,1524,1294,1294,FALSE,"lineplot","lineplot","CHART","happiness_over_years_facet_by_country_s294hoeihappiness"
"619","s294hoei","P13","654","static","happiness",00:46:45,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (categorical X continuous)",FALSE,"this is this is just global inequality, captured in one easy to make to visualization. I love this","lineplot",00:46:45,00:25:06,00:50:30,25.4,1524,1299,1299,FALSE,"lineplot","lineplot","CHART","happiness_over_years_facet_by_country_s294hoeihappiness"
"620","s294hoei","P13","650","static","happiness",00:47:25,"FALSE","PROCESS","representation comment",NA,FALSE,"then I can also see the spikes and dips and changes.","lineplot",00:47:25,00:25:06,00:50:30,25.4,1524,1339,1339,FALSE,"lineplot","lineplot","CHART","happiness_over_years_facet_by_country_s294hoeihappiness"
"621","s294hoei","P13","657","static","happiness",00:47:07,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (multivariate)
",FALSE,"what happened to Nepal in 2020, they got happier.","lineplot",00:47:07,00:25:06,00:50:30,25.4,1524,1321,1321,FALSE,"lineplot","lineplot","CHART","happiness_over_years_facet_by_country_s294hoeihappiness"
"622","s294hoei","P13","658","static","happiness",00:47:12,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (multivariate)
",FALSE,"what's a country that's feeling sad. Oh, no! Oh, that makes a lot of sense. [looking at a sharp drop in happiness in 2020 in Lebanon, presumable due to the 2020 beruit explosion]","lineplot",00:47:12,00:25:06,00:50:30,25.4,1524,1326,1326,FALSE,"lineplot","lineplot","CHART","happiness_over_years_facet_by_country_s294hoeihappiness"
"623","s294hoei","P13","630","static","happiness",00:47:21,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (multivariate)
",FALSE,"Oh, fuck, I didn't realize that Jordan","lineplot",00:47:21,00:25:06,00:50:30,25.4,1524,1335,1335,FALSE,"lineplot","lineplot","CHART","happiness_over_years_facet_by_country_s294hoeihappiness"
"624","s294hoei","P13","588","static","happiness",00:47:29,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (multivariate)
",FALSE,"classic Japan, just in the middle.","lineplot",00:47:29,00:25:06,00:50:30,25.4,1524,1343,1343,FALSE,"lineplot","lineplot","CHART","happiness_over_years_facet_by_country_s294hoeihappiness"
"625","s294hoei","P13","638","static","happiness",00:47:35,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (multivariate)
",FALSE,"our global benchmark [hovering over Iceland, who was near the top of happiness]","lineplot",00:47:35,00:25:06,00:50:30,25.4,1524,1349,1349,FALSE,"lineplot","lineplot","CHART","happiness_over_years_facet_by_country_s294hoeihappiness"
"626","s294hoei","P13","634","static","happiness",00:47:39,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (multivariate)
",FALSE,"oh, the Germans are not it","lineplot",00:47:39,00:25:06,00:50:30,25.4,1524,1353,1353,FALSE,"lineplot","lineplot","CHART","happiness_over_years_facet_by_country_s294hoeihappiness"
"627","s294hoei","P13","618","static","happiness",00:47:44,"FALSE","PROCESS","representation comment",NA,FALSE,"Just scrolling through. I feel like just seeing some of the lines go up and down","lineplot",00:47:44,00:25:06,00:50:30,25.4,1524,1358,1358,FALSE,"lineplot","lineplot","CHART","happiness_over_years_facet_by_country_s294hoeihappiness"
"628","s294hoei","P13","645","static","happiness",00:48:05,"FALSE","PROCESS","representation comment",NA,FALSE,"So when I'm scrolling across, Just for me, It's the animation that lines are stacked in different vertical positions","lineplot",00:48:05,00:25:06,00:50:30,25.4,1524,1379,1379,FALSE,"lineplot","lineplot","CHART","happiness_over_years_facet_by_country_s294hoeihappiness"
"629","s294hoei","P13","619","static","happiness",00:48:31,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (multivariate)
",FALSE,"Lebanon's just by default, never as happy as Ireland. you know, and then they are, you know, sinking further in terms of you know, with with conflict and all that.","lineplot",00:48:31,00:25:06,00:50:30,25.4,1524,1405,1405,FALSE,"lineplot","lineplot","CHART","happiness_over_years_facet_by_country_s294hoeihappiness"
"630","s294hoei","P13","617","static","happiness",00:48:38,"FALSE","PROCESS","representation comment",NA,FALSE,"It's letting me add a bunch of non-trivial narratives and it's giving me that– that initial evidence for fitting some of those stories in.""","lineplot",00:48:38,00:25:06,00:50:30,25.4,1524,1412,1412,FALSE,"lineplot","lineplot","CHART","happiness_over_years_facet_by_country_s294hoeihappiness"
"631","s294hoei","P13","636","static","happiness",00:49:25,"FALSE","RELATIONSHIP","relationship form (linearity/non-linearity)","relationship (multivariate)
",FALSE,"Once I'm once I'm not scrolling horizontally. Once I'm looking at a specific chart, I'm looking for how the line moves and some of the ones that I'm particularly attuned to are the ones which are, for example, Bulgaria has a has a pretty interesting stepped kind of rise. So I'm I'm I'm interested in the specific movements in the data.","lineplot",00:49:25,00:25:06,00:50:30,25.4,1524,1459,1459,FALSE,"lineplot","lineplot","CHART","happiness_over_years_facet_by_country_s294hoeihappiness"
"632","s294hoei","P13","635","static","happiness",00:49:30,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (multivariate)
",FALSE,"oh, this is a really fun one. right now, China is rising up.","lineplot",00:49:30,00:25:06,00:50:30,25.4,1524,1464,1464,FALSE,"lineplot","lineplot","CHART","happiness_over_years_facet_by_country_s294hoeihappiness"
"633","s294hoei","P13","629","static","happiness",00:49:36,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (multivariate)
",FALSE,"Oh What's the Us doing? Oh Pretty standard.","lineplot",00:49:36,00:25:06,00:50:30,25.4,1524,1470,1470,FALSE,"lineplot","lineplot","CHART","happiness_over_years_facet_by_country_s294hoeihappiness"
"634","s294hoei","P13","633","static","happiness",00:49:38,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (multivariate)
",FALSE,"Oh, look how look how similar these 3, these 3 are! Just based based on alphabets.","lineplot",00:49:38,00:25:06,00:50:30,25.4,1524,1472,1472,FALSE,"lineplot","lineplot","CHART","happiness_over_years_facet_by_country_s294hoeihappiness"
"635","s294hoei","P13","660","static","happiness",00:49:38,"FALSE","PROCESS","plan of action","relationship (multivariate)
",FALSE,"Would be really interesting to maybe also do like a regional, because I bet there's some there's some region slash income baked into this because income and happiness","lineplot",00:49:38,00:25:06,00:50:30,25.4,1524,1472,1472,FALSE,"lineplot","lineplot","CHART","happiness_over_years_facet_by_country_s294hoeihappiness"
"636","s294hoei","P13","605","static","happiness",00:50:30,"FALSE","PROCESS","representation comment",NA,FALSE,"I think observable, is a bit of a different environment for me, because I don't know a lot of Javascript. I'm a lot more comfortable with python.","none",00:50:30,00:25:06,00:50:30,25.4,1524,1524,1524,FALSE,"none","NONE","NONE",NA
"637","s294hoei","P13","589","ixn","space",01:17:52,"FALSE","DATASET","variable metadata",NA,FALSE,"cryosleep indicates whether the passengers are likely to be put into suspend animation to the duration of the words or not. Passengers in cryosleep are confined to the cabins.","dictionary",01:17:52,01:17:52,01:42:46,24.9,1494,0,0,FALSE,"dictionary","TABLE","CODE","data_dictionary"
"638","s294hoei","P13","585","ixn","space",01:18:00,"FALSE","DATASET","variable metadata",NA,FALSE,"cabin number sent to the passenger on the Space Titanic.","dictionary",01:18:00,01:17:52,01:42:46,24.9,1494,8,8,FALSE,"dictionary","TABLE","CODE","data_dictionary"
"639","s294hoei","P13","649","ixn","space",01:18:03,"FALSE","DATASET","variable metadata",NA,FALSE,"the passenger Destination Destination Point","dictionary",01:18:03,01:17:52,01:42:46,24.9,1494,11,11,FALSE,"dictionary","TABLE","CODE","data_dictionary"
"640","s294hoei","P13","582","ixn","space",01:18:10,"FALSE","DATASET","variable metadata",NA,FALSE,"age of the passenger.","dictionary",01:18:10,01:17:52,01:42:46,24.9,1494,18,18,FALSE,"dictionary","TABLE","CODE","data_dictionary"
"641","s294hoei","P13","596","ixn","space",01:18:13,"FALSE","DATASET","variable metadata",NA,FALSE,"how much money the passengers used on space room, service and journey.","dictionary",01:18:13,01:17:52,01:42:46,24.9,1494,21,21,FALSE,"dictionary","TABLE","CODE","data_dictionary"
"642","s294hoei","P13","655","ixn","space",01:18:33,"FALSE","DATASET","variable metadata",NA,FALSE,"variable indicating whether the passenger survived.","dictionary",01:18:33,01:17:52,01:42:46,24.9,1494,41,41,FALSE,"dictionary","TABLE","CODE","data_dictionary"
"643","s294hoei","P13","581","ixn","space",01:20:03,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution (categorical)",FALSE,"[looking at value counts for survived] It's about at 50%.","python",01:20:03,01:17:52,01:42:46,24.9,1494,131,131,FALSE,"python","CODE","CODE","survived_count_initial_s294hoeispace"
"644","s294hoei","P13","616","ixn","space",01:20:17,"FALSE","PROCESS","representation comment",NA,FALSE,"It's called something as a precise, norm... normal? [trying to remember the parameter for a function]","python",01:20:17,01:17:52,01:42:46,24.9,1494,145,145,FALSE,"python","CODE","CODE","survived_percentage_wrong_arg_s294hoeispace"
"645","s294hoei","P13","612","ixn","space",01:22:13,"FALSE","PROCESS","representation comment",NA,FALSE,"I'm liking this because it's giving me frequencies and histograms for the variables in in giving me a sense of the data","profile",01:22:13,01:17:52,01:42:46,24.9,1494,261,261,FALSE,"profile","profile","CHART","combined_profile_with_wrong_columns_s294hoeispace"
"646","s294hoei","P13","627","ixn","space",01:22:23,"FALSE","PROCESS","representation comment",NA,FALSE,"Much better, I realize, than doing value counts a bunch of times– it adds more visual component to value counts","profile",01:22:23,01:17:52,01:42:46,24.9,1494,271,271,FALSE,"profile","profile","CHART","combined_profile_with_wrong_columns_s294hoeispace"
"647","s294hoei","P13","628","ixn","space",01:22:45,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution (categorical)",FALSE,"Not a lot of the passengers will be VIPs.","profile",01:22:45,01:17:52,01:42:46,24.9,1494,293,293,FALSE,"profile","profile","CHART","combined_profile_with_wrong_columns_s294hoeispace"
"648","s294hoei","P13","590","ixn","space",01:22:55,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution (categorical)",TRUE,"did not spend a lot of money on room service or the food court or the shopping mall. So these all have logarithmic distributions.","profile",01:22:55,01:17:52,01:42:46,24.9,1494,303,303,FALSE,"profile","profile","CHART","combined_profile_with_wrong_columns_s294hoeispace"
"649","s294hoei","P13","656","ixn","space",01:23:07,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution (categorical)",FALSE,"we saw with survival that it's  it's a it's bimodal. It's like Some survival means binary, variable. But there's like an equal distribution of people who survive and don't","profile",01:23:07,01:17:52,01:42:46,24.9,1494,315,315,FALSE,"profile","profile","CHART","combined_profile_with_wrong_columns_s294hoeispace"
"650","s294hoei","P13","609","ixn","space",01:23:10,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution (categorical)",FALSE,"I'm curious why, there's so many cabins. What is happening in cabin.","profile",01:23:10,01:17:52,01:42:46,24.9,1494,318,318,FALSE,"profile","profile","CHART","combined_profile_with_wrong_columns_s294hoeispace"
"651","s294hoei","P13","583","ixn","space",01:24:01,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution  (continuous)",FALSE,"And there's some young people.","profile",01:24:01,01:17:52,01:42:46,24.9,1494,369,369,FALSE,"profile","profile","CHART","combined_profile_with_wrong_columns_s294hoeispace"
"652","s294hoei","P13","606","ixn","space",01:24:20,"FALSE","PROCESS","plan of action",NA,FALSE,"I want to do and see how all of this changes based on age","profile",01:24:20,01:17:52,01:42:46,24.9,1494,388,388,FALSE,"profile","profile","CHART","combined_profile_with_wrong_columns_s294hoeispace"
