UID,PID,Notebook,Timestamp,interaction_used,Condition,group,highlevel,Data Type,UtteranceType,Utterance,All representations,Python Used,Didn't use interaction,Insight Description,Justification,Was Interaction Used,Was Recapped,Was Vis used,Was Interaction Used_content,Was Vis used_content,Python Used_content,Other representation_content,joined,output_types,combined_content
595,s294hoei,Happiness,34:42:00,FALSE,Static,lineplot,ANALYSIS PROCESS,,representation comment,I think I would just put a title here and send it to a publication. ,"multi_country_life_expectancy_lineplot_s294hoeihappiness,",,,,,,,multi_country_life_expectancy_lineplot_s294hoeihappiness,,"alx.lineplot(df[df.country=='Pakistan'],x='year',y='lifeExpectancy',color='country') + alx.lineplot(df[df.country=='India'],x='year',y='lifeExpectancy',color='country') + alx.lineplot(df[df.country=='Sri Lanka'],x='year',y='lifeExpectancy',color='country') + alx.lineplot(df[df.country=='Pakistan'],x='year',y='lifeExpectancy',color='country') + alx.lineplot(df[df.country=='India'],x='year',y='lifeExpectancy',color='country') + alx.lineplot(df[df.country=='Sweden'],x='year',y='lifeExpectancy',color='country')",,,multi_country_life_expectancy_lineplot_s294hoeihappiness,visualization," alx.lineplot(df[df.country=='Pakistan'],x='year',y='lifeExpectancy',color='country') + alx.lineplot(df[df.country=='India'],x='year',y='lifeExpectancy',color='country') + alx.lineplot(df[df.country=='Sri Lanka'],x='year',y='lifeExpectancy',color='country') + alx.lineplot(df[df.country=='Pakistan'],x='year',y='lifeExpectancy',color='country') + alx.lineplot(df[df.country=='India'],x='year',y='lifeExpectancy',color='country') + alx.lineplot(df[df.country=='Sweden'],x='year',y='lifeExpectancy',color='country')  "
596,s294hoei,Happiness,35:04:00,FALSE,Static,dataframe,ANALYSIS PROCESS,,representation comment,Can I also see some of the data that's encoded like the region.,"happiness_head_repeated_s294hoeihappiness,",happiness_head_repeated_s294hoeihappiness,,Hypothesis plan,,,,,,,df.head(),,happiness_head_repeated_s294hoeihappiness,dataframe,  df.head() 
597,s294hoei,Happiness,35:26:00,FALSE,Static,none,ANALYSIS PROCESS,,plan of action," I also wanna maybe get some correlation matrices go in just to see, I know there's going to be wild regional differences, but just as a first cut.","tutorial_static, ",,,,,,,,,,,,tutorial_static,,   
598,s294hoei,Happiness,35:50:00,FALSE,Static,dataframe,RELATIONSHIP,relationship (continuous X continuous),relationship strength and/or direction,these are variables that  one can argue would have a temporal aspect to them.,"correct_country_filter_s294hoeihappiness,",correct_country_filter_s294hoeihappiness,,,,,,,,,df[df.country=='Pakistan'],,correct_country_filter_s294hoeihappiness,dataframe,  df[df.country=='Pakistan'] 
599,s294hoei,Happiness,36:00:00,FALSE,Static,dataframe,RELATIONSHIP,relationship (continuous X continuous),relationship existence / non-existence,"So, for example, I don't know. Corruption might increase over time.","correct_country_filter_s294hoeihappiness,",correct_country_filter_s294hoeihappiness,,,,,,,,,df[df.country=='Pakistan'],,correct_country_filter_s294hoeihappiness,dataframe,  df[df.country=='Pakistan'] 
600,s294hoei,Happiness,36:16:00,FALSE,Static,dataframe,RELATIONSHIP,relationship (continuous X continuous),relationship existence / non-existence,Freedom might go down over time as governments change.,"correct_country_filter_s294hoeihappiness,",correct_country_filter_s294hoeihappiness,,,,,,,,,df[df.country=='Pakistan'],,correct_country_filter_s294hoeihappiness,dataframe,  df[df.country=='Pakistan'] 
601,s294hoei,Happiness,36:14:00,FALSE,Static,dataframe,RELATIONSHIP,relationship (continuous X continuous),relationship existence / non-existence,Freedom might be linked to confidence or corruption might be linked to confidence in governments.,"correct_country_filter_s294hoeihappiness,",correct_country_filter_s294hoeihappiness,,Hypothesis plan,,,,,,,df[df.country=='Pakistan'],,correct_country_filter_s294hoeihappiness,dataframe,  df[df.country=='Pakistan'] 
602,s294hoei,Happiness,36:42:00,FALSE,Static,heatmap,ANALYSIS PROCESS,,representation comment,"one of the things I like to do with correlation matrices is I, I keep only the bottom half","happiness_corr_heatmap_s294hoeihappiness,",,,,,,,happiness_corr_heatmap_s294hoeihappiness,,"correlation_matrix = df.corr()
 alx.heatmap(correlation_matrix) # heatmap takes a NxN matrix of numbers",,,happiness_corr_heatmap_s294hoeihappiness,visualization," correlation_matrix = df.corr()
 alx.heatmap(correlation_matrix) # heatmap takes a NxN matrix of numbers  "
603,s294hoei,Happiness,36:59:00,FALSE,Static,heatmap,ANALYSIS PROCESS,,representation comment,I don't need to be confused by information that's already on that on that plot,"happiness_corr_heatmap_s294hoeihappiness,",,,,,,,happiness_corr_heatmap_s294hoeihappiness,,"correlation_matrix = df.corr()
 alx.heatmap(correlation_matrix) # heatmap takes a NxN matrix of numbers",,,happiness_corr_heatmap_s294hoeihappiness,visualization," correlation_matrix = df.corr()
 alx.heatmap(correlation_matrix) # heatmap takes a NxN matrix of numbers  "
604,s294hoei,Happiness,37:05:00,FALSE,Static,heatmap,RELATIONSHIP,relationship (continuous X continuous),relationship strength and/or direction,seems like happiness and social support are pretty correlated.,"happiness_corr_heatmap_s294hoeihappiness,",,,,,,,happiness_corr_heatmap_s294hoeihappiness,,"correlation_matrix = df.corr()
 alx.heatmap(correlation_matrix) # heatmap takes a NxN matrix of numbers",,,happiness_corr_heatmap_s294hoeihappiness,visualization," correlation_matrix = df.corr()
 alx.heatmap(correlation_matrix) # heatmap takes a NxN matrix of numbers  "
605,s294hoei,Happiness,37:10:00,FALSE,Static,heatmap,RELATIONSHIP,relationship (continuous X continuous),relationship strength and/or direction," Seems like log Gdp per capita and social support are pretty correlated, which is interesting.","happiness_corr_heatmap_s294hoeihappiness,",,,,,,,happiness_corr_heatmap_s294hoeihappiness,,"correlation_matrix = df.corr()
 alx.heatmap(correlation_matrix) # heatmap takes a NxN matrix of numbers",,,happiness_corr_heatmap_s294hoeihappiness,visualization," correlation_matrix = df.corr()
 alx.heatmap(correlation_matrix) # heatmap takes a NxN matrix of numbers  "
606,s294hoei,Happiness,37:17:00,FALSE,Static,heatmap,RELATIONSHIP,relationship (continuous X continuous),relationship strength and/or direction,"Life  expectancy, and GDP per capita are related.","happiness_corr_heatmap_s294hoeihappiness,",,,,,,,happiness_corr_heatmap_s294hoeihappiness,,"correlation_matrix = df.corr()
 alx.heatmap(correlation_matrix) # heatmap takes a NxN matrix of numbers",,,happiness_corr_heatmap_s294hoeihappiness,visualization," correlation_matrix = df.corr()
 alx.heatmap(correlation_matrix) # heatmap takes a NxN matrix of numbers  "
607,s294hoei,Happiness,38:14:00,FALSE,Static,scatterplot,ANALYSIS PROCESS,,representation comment,I like this chart,"life_expectancy_vs_gdp_scatterplot_initial_s294hoeihappiness,",,,,,,,life_expectancy_vs_gdp_scatterplot_initial_s294hoeihappiness,,"alx.scatterplot(df,x='lifeExpectancy',y='logGDPPerCapita',color='rgba(70, 130, 180,0.1)')",,,life_expectancy_vs_gdp_scatterplot_initial_s294hoeihappiness,visualization,"alx.scatterplot(df,x='lifeExpectancy',y='logGDPPerCapita',color='rgba(70, 130, 180,0.1)')"
608,s294hoei,Happiness,38:20:00,FALSE,Static,scatterplot,RELATIONSHIP,relationship (continuous X continuous),relationship strength and/or direction,I'm seeing income or wealth being related to people living longer; shows me that the world is not a very fair place,"life_expectancy_vs_gdp_scatterplot_initial_s294hoeihappiness,",,,,,,,life_expectancy_vs_gdp_scatterplot_initial_s294hoeihappiness,,"alx.scatterplot(df,x='lifeExpectancy',y='logGDPPerCapita',color='rgba(70, 130, 180,0.1)')",,,life_expectancy_vs_gdp_scatterplot_initial_s294hoeihappiness,visualization,"alx.scatterplot(df,x='lifeExpectancy',y='logGDPPerCapita',color='rgba(70, 130, 180,0.1)')"
609,s294hoei,Happiness,38:39:00,FALSE,Static,scatterplot,ANALYSIS PROCESS,,representation comment,"there seems to be this sort of wind to the graph that I mean, I'm sure it's not so mathematical, but its pretty cool to see. Almost has like like a wave to it.","life_expectancy_vs_gdp_scatterplot_initial_s294hoeihappiness,",,,,,,,life_expectancy_vs_gdp_scatterplot_initial_s294hoeihappiness,,"alx.scatterplot(df,x='lifeExpectancy',y='logGDPPerCapita',color='rgba(70, 130, 180,0.1)')",,,life_expectancy_vs_gdp_scatterplot_initial_s294hoeihappiness,visualization,"alx.scatterplot(df,x='lifeExpectancy',y='logGDPPerCapita',color='rgba(70, 130, 180,0.1)')"
610,s294hoei,Happiness,39:12:00,FALSE,Static,scatterplot,ANALYSIS PROCESS,,plan of action,"I'd be curious to .... maybe get labels on some of the outliers, maybe a point here and maybe a point here and be a part here.","life_expectancy_vs_gdp_scatterplot_initial_s294hoeihappiness,",,,,,,,life_expectancy_vs_gdp_scatterplot_initial_s294hoeihappiness,,"alx.scatterplot(df,x='lifeExpectancy',y='logGDPPerCapita',color='rgba(70, 130, 180,0.1)')",,,life_expectancy_vs_gdp_scatterplot_initial_s294hoeihappiness,visualization,"alx.scatterplot(df,x='lifeExpectancy',y='logGDPPerCapita',color='rgba(70, 130, 180,0.1)')"
611,s294hoei,Happiness,39:48:00,FALSE,Static,scatterplot,ANALYSIS PROCESS,,representation comment," like, maybe I'd start with just like labeled everything. And then it probably gives me, because the outliers are so spatially  far apart from each other. I could maybe keep the labels on this value","life_expectancy_vs_gdp_scatterplot_repeated_s294hoeihappiness,",,,,,,,life_expectancy_vs_gdp_scatterplot_repeated_s294hoeihappiness,,"alx.scatterplot(df,x='lifeExpectancy',y='logGDPPerCapita',color='rgba(70, 130, 180,0.1)')",,,life_expectancy_vs_gdp_scatterplot_repeated_s294hoeihappiness,visualization,"alx.scatterplot(df,x='lifeExpectancy',y='logGDPPerCapita',color='rgba(70, 130, 180,0.1)')"
612,s294hoei,Happiness,40:33:00,FALSE,Static,heatmap,RELATIONSHIP,relationship (continuous X continuous),relationship strength and/or direction,Then this seems particularly negative [pointing at the social support and negativeAffect item],"happiness_corr_heatmap_s294hoeihappiness,",,,"INCORRECT: read vis wrong, looked at the column and the row, but had an off by one error where he confused positive affect and negative affect.",,,,happiness_corr_heatmap_s294hoeihappiness,,"correlation_matrix = df.corr()
 alx.heatmap(correlation_matrix) # heatmap takes a NxN matrix of numbers",,,happiness_corr_heatmap_s294hoeihappiness,visualization," correlation_matrix = df.corr()
 alx.heatmap(correlation_matrix) # heatmap takes a NxN matrix of numbers  "
613,s294hoei,Happiness,43:02:00,FALSE,Static,scatterplot,ANALYSIS PROCESS,,representation comment," like that classic Hans rosling chart track. Some of these points over time and I guess that's where, if if there'd be like a I don't know if there's like a label function where I can just say, label one country, and then I can almost see the country moving around.","life_expectancy_vs_gdp_scatterplot_facet_column_s294hoeihappiness,",,,,,,,life_expectancy_vs_gdp_scatterplot_facet_column_s294hoeihappiness,,"alx.scatterplot(df,x='lifeExpectancy',y='logGDPPerCapita',color='rgba(70, 130, 180,0.5)').facet(column='year')",,,life_expectancy_vs_gdp_scatterplot_facet_column_s294hoeihappiness,visualization,"alx.scatterplot(df,x='lifeExpectancy',y='logGDPPerCapita',color='rgba(70, 130, 180,0.5)').facet(column='year')"
614,s294hoei,Happiness,43:30:00,FALSE,Static,scatterplot,ANALYSIS PROCESS,,representation comment,"pretty sweet that I could make a faceted scatter project which was so, which was sounding pretty complicated in my head through just the addition of 'facet'.","life_expectancy_vs_gdp_scatterplot_facet_column_s294hoeihappiness,",,,,,,,life_expectancy_vs_gdp_scatterplot_facet_column_s294hoeihappiness,,"alx.scatterplot(df,x='lifeExpectancy',y='logGDPPerCapita',color='rgba(70, 130, 180,0.5)').facet(column='year')",,,life_expectancy_vs_gdp_scatterplot_facet_column_s294hoeihappiness,visualization,"alx.scatterplot(df,x='lifeExpectancy',y='logGDPPerCapita',color='rgba(70, 130, 180,0.5)').facet(column='year')"
615,s294hoei,Happiness,43:57:00,FALSE,Static,scatterplot,ANALYSIS PROCESS,,representation comment,Can I add a line of best fit here?,"life_expectancy_vs_gdp_scatterplot_facet_column_s294hoeihappiness,",,,,,,,life_expectancy_vs_gdp_scatterplot_facet_column_s294hoeihappiness,,"alx.scatterplot(df,x='lifeExpectancy',y='logGDPPerCapita',color='rgba(70, 130, 180,0.5)').facet(column='year')",,,life_expectancy_vs_gdp_scatterplot_facet_column_s294hoeihappiness,visualization,"alx.scatterplot(df,x='lifeExpectancy',y='logGDPPerCapita',color='rgba(70, 130, 180,0.5)').facet(column='year')"
616,s294hoei,Happiness,44:18:00,FALSE,Static,scatterplot,ANALYSIS PROCESS,relationship (continuous X continuous),representation comment,Because it does seem like it does seem like there's something happening with the gradient. But I can't really like the gradients not really consistent. And II think it'd be fun to if I can maybe see if there's if the gradient is changing in any way over time.,"life_expectancy_vs_gdp_scatterplot_facet_column_s294hoeihappiness,",,,,,,,life_expectancy_vs_gdp_scatterplot_facet_column_s294hoeihappiness,,"alx.scatterplot(df,x='lifeExpectancy',y='logGDPPerCapita',color='rgba(70, 130, 180,0.5)').facet(column='year')",,,life_expectancy_vs_gdp_scatterplot_facet_column_s294hoeihappiness,visualization,"alx.scatterplot(df,x='lifeExpectancy',y='logGDPPerCapita',color='rgba(70, 130, 180,0.5)').facet(column='year')"
617,s294hoei,Happiness,46:51:00,FALSE,Static,lineplot,ANALYSIS PROCESS,,representation comment,"Oh, I love this. this is this is absolutely, This is giving me so much joy. just extreme joy at the moment.","happiness_over_years_facet_by_country_s294hoeihappiness,",,,,,,,happiness_over_years_facet_by_country_s294hoeihappiness,,"alx.lineplot(df,x='year',y='happinessScore').facet(column='country')",,,happiness_over_years_facet_by_country_s294hoeihappiness,visualization," alx.lineplot(df,x='year',y='happinessScore').facet(column='country')  "
618,s294hoei,Happiness,46:40:00,FALSE,Static,lineplot,ANALYSIS PROCESS,,representation comment,"What's the why is the Y consist. Oh, my God.","happiness_over_years_facet_by_country_s294hoeihappiness,",,,,,,,happiness_over_years_facet_by_country_s294hoeihappiness,,"alx.lineplot(df,x='year',y='happinessScore').facet(column='country')",,,happiness_over_years_facet_by_country_s294hoeihappiness,visualization," alx.lineplot(df,x='year',y='happinessScore').facet(column='country')  "
619,s294hoei,Happiness,46:45:00,FALSE,Static,lineplot,RELATIONSHIP,relationship (categorical X continuous),relationship strength and/or direction,"this is this is just global inequality, captured in one easy to make to visualization. I love this","happiness_over_years_facet_by_country_s294hoeihappiness,",,,,,,,happiness_over_years_facet_by_country_s294hoeihappiness,,"alx.lineplot(df,x='year',y='happinessScore').facet(column='country')",,,happiness_over_years_facet_by_country_s294hoeihappiness,visualization," alx.lineplot(df,x='year',y='happinessScore').facet(column='country')  "
