,Final_Group,Utterance Type,Utterance,Data Type,interaction_used,Highlevel,PID,Notebook,Condition,All representations,Timestamp,Dylan Flag Storytelling,Dylan Flag Correction,Dylan Flag Simultaneous Characterization,group
2328,scatterplot,plan of action,Hmm. Maybe the easiest thing to do here is year?,"relationship (multivariate)
",True,ANALYSIS PROCESS,7382kwtue,Happiness,Interactive,"positiveAffect_corruption_hover_pan_zoom_encode_color_alt_logGDP_scatter_3_7382kwtuehappiness, ",1:17:45,,,,scatterplot
2329,Multi-view Chart,relationship strength and/or direction,"so positive effect and low corruption: Denmark, Sweden, New Zealand, Finland. Some like those countries seem to have interesting relationship. as do Canada, Netherlands.","relationship (multivariate)
",True,RELATIONSHIP,7382kwtue,Happiness,Interactive,"affect_corruption_brush_7382kwtuehappiness, country_count_plot_7382kwtuehappiness, ",1:20:53,,,,Multi-view Chart
2330,Multi-view Chart,relationship cluster(s)/subgroup/ unexpected,Rwanda is interesting.,"relationship (multivariate)
",True,RELATIONSHIP,7382kwtue,Happiness,Interactive,"affect_corruption_brush_7382kwtuehappiness, country_count_plot_7382kwtuehappiness, ",1:21:19,,,,Multi-view Chart
2334,none,plan of action,"So now i'm trying to see if there's a relationship over time for positive effect of the country, or if that's something that just like we made static.","relationship (multivariate)
",False,ANALYSIS PROCESS,7382kwtue,Happiness,Interactive,,1:26:40,,,,none
2342,pairplot,representation comment,"I mean, that's not totally true. because so, for example, we can see that some of these variables have pretty strong correlation so like this is, I would imagine, a a very strong correlation. So this is a correlation between happiness and logGDP.",relationship (continuous X continuous),False,ANALYSIS PROCESS,4728sjuiz,Happiness,Static,"pairplot_df_4728sjuizhappiness, ",28:01,,True,,pairplot
2349,pairplot,relationship cluster(s)/subgroup/ unexpected,if there's a just a clean correlation that's linear then maybe there's nothing particular to look for. But if there's a nonlinearity here like it seems like there might be here [pointing to freedom x corruption scatterplot]. So the the people who are low in the corruption score seem to cluster high in the freedom score.,relationship (continuous X continuous),False,RELATIONSHIP,4728sjuiz,Happiness,Static,"pairplot_df_4728sjuizhappiness, ",30:23,,,,pairplot
2360,scatterplot,relationship cluster(s)/subgroup/ unexpected,And are they within range for other Variables as well.,"relationship (multivariate)
",False,RELATIONSHIP,4728sjuiz,Happiness,Static,"jointplot_freedom_corruption_4728sjuizhappiness, ",42:52,,,,scatterplot
2362,scatterplot,plan of action,"So a bunch of the data here have one column missing. So I mean, one thing we can do is ask which one of these is there one problematic column?",,False,ANALYSIS PROCESS,4728sjuiz,Space,Interactive,"null_count_plot_4728sjuizspace, ",1:10:00,,,,scatterplot
2387,none,"distribution shape [shape, skew, kurtosis]","So before I would like to be able to answer any of those I would just start looking like, make sure things met my expectation... . Make sure things were on the right, like distribution or values. If anything looked outside of what I would expect.",,False,VARIABLE,3r2sh20ei,Happiness,Static,,20:21,,,True,none
2389,profile,representation comment,"And so it looks like it says, 2004 here, that's the first thing that pops out– I thought it said 2,005 to 2021. So maybe that's just the way the like viz did it. ",distribution  (continuous),False,ANALYSIS PROCESS,3r2sh20ei,Happiness,Static,"profile_dataframe_3r2sh20eihappiness, ",21:23,,,,profile
2390,profile,representation comment,"So I would do something like df.year got in and it says, 2,005 back. Okay, so that's just like how the viz decided to make it.",distribution  (continuous),False,ANALYSIS PROCESS,3r2sh20ei,Happiness,Static,"profile_dataframe_3r2sh20eihappiness, min_year_3r2sh20eihappiness, ",21:30,,True,,profile
2397,none,representation comment,I would look for missing data. I don't think there's anything in the static to like. Take a look for missing information,,False,ANALYSIS PROCESS,3r2sh20ei,Happiness,Static,,22:54,,,,none
2398,dataframe,representation comment,"I got a lot of missing data. I got a lot of missing data. I don't know why it's missing. Oh, that's an NaN.",distribution  (continuous),False,ANALYSIS PROCESS,3r2sh20ei,Happiness,Static,"null_rows_dataframe_3r2sh20eihappiness, ",00:23:28,,,,dataframe
2404,scatterplot,representation comment,"It's a relationship between happiness and life expectancy seems like the most obvious. I can do a pair plot in a second, but that's going to give me a bagillion. So I want to look at these first. ",relationship (continuous X continuous),False,ANALYSIS PROCESS,3r2sh20ei,Happiness,Static,"jointplot_happinessScore_lifeExpectancy_3r2sh20eihappiness, ",29:28,,,,scatterplot
2406,profile,"distribution range [min, max]",It's going to give me way too many– I already saw how many unique values there were. There were a lot of countries. ,distribution (categorical),False,VARIABLE,3r2sh20ei,Happiness,Static,"profile_dataframe_3r2sh20eihappiness, ",30:07,,,,profile
2409,lineplot,representation comment,Who knows which blue one that is because of my terrible decision.,relationship (categorical X continuous),False,ANALYSIS PROCESS,3r2sh20ei,Happiness,Static,"lineplot_year_averageHappinessScore_3r2sh20eihappiness, ",30:35,,,,lineplot
2416,pairplot,outlier (relationship),"I'm just looking at the overall blobs and shapes. We've got outliers, of course, because there's a lot of data here. most things are pretty blobby.",relationship (continuous X continuous),False,RELATIONSHIP,3r2sh20ei,Happiness,Static,"pairplot_dataframe_3r2sh20eihappiness, ",33:25,,,True,pairplot
2421,pairplot,relationship form (linearity/non-linearity),"If we look at corruption and generosity, this seems there's 2 blobs, some Bimodal of something going on. So like, I'm curious which countries or time have this split between corruption and generosity.",relationship (continuous X continuous),False,RELATIONSHIP,3r2sh20ei,Happiness,Static,"pairplot_dataframe_3r2sh20eihappiness, ",25:03,,,,pairplot
2425,none,representation comment,"So we see this like purple cluster, I can't guarantee those are the same countries. There's also this other group of blue dots, kind of along the bottom.",relationship (continuous X continuous),False,ANALYSIS PROCESS,3r2sh20ei,Happiness,Static,,44:30,,,,none
2442,dataframe,missing data,"So I have a hypothesis I want to check. If the data set has nulls.Now based on this snapshot. I don't think it does, but that is like very stupid, because these 3 dots could mean anything.",,False,DATASET,7ACC0B75,Happiness,Static,"check_na3_7ACC0B75happiness, ",33:10,,,,dataframe
2444,profile,representation comment,"Earth, Europa, Mars. I like this, a separate bar for nulls.",distribution (categorical),False,ANALYSIS PROCESS,7ACC0B75,Space,Interactive,"profile_all_columns8_7ACC0B75space, ",48:20,,,,profile
2471,scatterplot,plan of action,Let's do corruption as the explanatory variable and happiness score as the other one. ,,False,ANALYSIS PROCESS,92ghd48xe,Happiness,Static,"alx_jointplot_happinessscore_corruption_1_92ghd48xehappiness, ",25:51,,,,scatterplot
2511,profile,missing data,nulls showing up automatically in one of these histogram values is helpful.,,False,DATASET,E1D39056,Space,Static,"alx_profile_not_transported_E1D39056space, ",21:15,,,,profile
2517,profile,missing data,So it like from this profile I would assume that there's like one country name that is is null.,,False,DATASET,E1D39056,Happiness,Interactive,"profile_df_any_na_E1D39056happiness, ",46:21,,,,profile
2540,describe,missing data,"So, for example, this looks like,  there's 5,000 observations, but each is 4,900 [referring to count column of df.describe().T], so there's a hundred missing.",,False,DATASET,8v892iige,Space,Static,"df_describe_transpose_8v892iigespace, ",36:05,,,,describe
2547,dataframe,plan of action,"I mean, if we want right, we can replace that with the a kind of like the center of the distribution. ",,False,ANALYSIS PROCESS,8v892iige,Space,Static,"load_data_and_head_8v892iigespace, ",39:40,,,,dataframe
2552,profile,plan of action,"So from the histogram, I already see that you want the median to be 0. So I'm going to replace Room Service with 0 and the vip with the false.",,False,ANALYSIS PROCESS,8v892iige,Space,Static,"profile_df_VIP_8v892iigespace, profile_df_roomService_8v892iigespace, ",43:25,,,,profile
2577,dataframe,plan of action,"it says like, there's a organization which surveyed populations of countries and aggregated the information about like every country's happiness, and this is a UN global development project. And yeah, we need to analyze this data, and a better like have to better understand the conditions that lead to happiness for future initiatives. ",,False,ANALYSIS PROCESS,iurmer289,Happiness,Static,,35:23,,,,dataframe
2593,info,plan of action,"And just I want to see how how we can fill them, or like, do we need to just get rid of them? I just wanted to try completely like dropping the rows with the like, you know, just missing values.",,False,ANALYSIS PROCESS,iurmer289,Happiness,Static,"happiness_df_head_iurmer289happiness, ",46:23,,,,info
2594,dataframe,missing data,"I want to see, like how many how many rows would be left after dropping for every column which seems to reduce our dataset by a lot.",,False,DATASET,iurmer289,Happiness,Static,"dropna_shape_check_iurmer289happiness, happiness_df_info_iurmer289happiness, ",46:40,,,,dataframe
2599,scatterplot,missing data,"Although we have like less countries now. Yeah, we only have 149 categories which are like less countries than we had before [hovers over 166 from unfiltered profiler]",distribution (categorical),False,DATASET,iurmer289,Happiness,Static,"correct_filtered_data_profile_iurmer289happiness, initial_data_profile_iurmer289happiness, ",50:10,,,,scatterplot
2600,Multi-view Chart,missing data,"we only lost, 110, wait 17 countries. But most of the other countries stayed. So maybe, like our analysis on the happiness itself wouldn't suffer from that. So, for now I'm willing to go like forward with this like filter dropped like missing values.",distribution (categorical),False,DATASET,iurmer289,Happiness,Static,"correct_filtered_data_profile_iurmer289happiness, initial_data_profile_iurmer289happiness, ",50:51,,,,Multi-view Chart
2641,dataframe,plan of action,"I can also have color, so I can add another dimension for this, so maybe cryo sleep",,False,ANALYSIS PROCESS,iurmer289,Space,Interactive,"interactive_tutorial, ",1:41:36,,,,dataframe
2650,data_dictionary,representation comment,"Like now, there is no trending in age or room service, so we could look into this like area, which is very dense, but I don't think it would be showing us anything new. ",relationship (continuous X continuous),True,ANALYSIS PROCESS,iurmer289,Space,Interactive,"tooltip_scatterplot_without_size_iurmer289space, ",1:50:01,,,,data_dictionary
2661,lineplot,representation comment,I would love to maybe make a line chart of life expectancy in a particular country.,,False,ANALYSIS PROCESS,s294hoei,Happiness,Static,"happiness_head_repeated_s294hoeihappiness, ",26:28,,,,lineplot
2669,dataframe,representation comment," guess you could do line plots, and then you by country, and they'd sort of give you something similar. But I guess then you run into that question of it'll give you all 198 countries on the hue.",distribution (categorical),False,ANALYSIS PROCESS,s294hoei,Happiness,Static,"multi_country_life_expectancy_lineplot_s294hoeihappiness, ",34:22,,,,dataframe
2685,heatmap,representation comment,"I'd be curious to .... maybe get labels on some of the outliers, maybe a point here and maybe a point here and be a part here.",,False,ANALYSIS PROCESS,s294hoei,Happiness,Static,"life_expectancy_vs_gdp_scatterplot_initial_s294hoeihappiness, ",39:12,,,,heatmap
2691,lineplot,relationship existence / non-existence,Because it does seem like it does seem like there's something happening with the gradient. But I can't really like the gradients not really consistent. And II think it'd be fun to if I can maybe see if there's if the gradient is changing in any way over time.,relationship (continuous X continuous),False,RELATIONSHIP,s294hoei,Happiness,Static,"life_expectancy_vs_gdp_scatterplot_facet_column_s294hoeihappiness, ",44:18,,,,lineplot
