SID,Final_Group,Utterance Type,Utterance,Data Type,interaction_used,Highlevel,PID,Notebook,Condition,All representations,Timestamp,adj_timestamp,Dylan Flag Storytelling,Dylan Flag Correction,Dylan Flag Simultaneous Characterization,Vis_Was_Interactive,Timestamp,PNUM
2155,data_dictionary,plan of action,"I'm looking at what are the different data types. Specifically, you know, what are the actual data types, as far as– Is it numerical, or float values, or binary, or string values and things like that. So you know how to how to process those once you read it into the data frame.",,FALSE,ANALYSIS PROCESS,lkin27js09b,Space,Static,"data_dictionary, ",24:14:00,0:24:14,,,,FALSE,24:14:00,P7
2161,python,missing data,"It's kind of interesting, because some are none. some of the zeros, some are nulls. Not sure why that would be.",,FALSE,DATASET,lkin27js09b,Space,Static,"df_print2_lkin27js09bspace, ",27:12:00,0:27:12,,,,FALSE,27:12:00,P7
2164,python,"distribution shape [shape, skew, kurtosis]","I probably sort this out to see if and probably throw that in a histogram, too, to see. Get an idea on the on the general ages of the passengers.",distribution  (continuous),FALSE,VARIABLE,lkin27js09b,Space,Static,"unique_val_count3_lkin27js09bspace, ",32:41:00,0:32:41,,,,FALSE,32:41:00,P7
2175,none,relationship strength and/or direction,"Well, yeah. So i'd add, I would, I would add their total. the the total of these values room service, food court, shopping mall to see how much they spent to see if that was a factor",relationship (categorical X continuous),FALSE,RELATIONSHIP,lkin27js09b,Space,Static,,42:17:00,0:42:17,,,,FALSE,42:17:00,P7
2176,data_dictionary,variable metadata,We got overall score. probably some the method of scoring to get that based on these other attributes.,,FALSE,DATASET,lkin27js09b,Happiness,Interactive,"data_dictionary, ",1:13:38,1:13:38,,,,FALSE,1:13:38,P7
2177,data_dictionary,variable metadata,so we probably want to know which of these attributes most is attributable to this score,,FALSE,DATASET,lkin27js09b,Happiness,Interactive,"data_dictionary, ",1:14:05,1:14:05,,,,FALSE,1:14:05,P7
2183,none,representation comment,Then I'd probably just make one of these for each of the attributes. ,,FALSE,ANALYSIS PROCESS,lkin27js09b,Happiness,Interactive,"interactive_tutorial, ",1:18:52,1:18:52,,,,FALSE,1:18:52,P7
2185,barplot,"distribution shape [shape, skew, kurtosis]","And then if I had more time to do something like this, group these countries into subgroups, whether that's continents or you know smaller subsets to see if there's– you know it's tough to try to gauge that at the country level– so I think you could probably bridge that by grouping them into some sort of, you know, probably North America, South America.",distribution (categorical),FALSE,VARIABLE,lkin27js09b,Happiness,Interactive,"barplot_country2_lkin27js09bhappiness, ",1:23:32,1:23:32,,,,TRUE,1:23:32,P7
2200,barplot,representation comment,"I think maybe the VIP people survive a little more. It's hard to say, given the proportional difference.
",distribution (categorical),FALSE,ANALYSIS PROCESS,li832lin23,Space,Static,"barplot_survived_cryosleep_li832lin23space, ",0:32:59,0:32:59,,,,FALSE,0:32:59,P8
2211,none,representation comment,"I will just do a bunch of variable set of plots with happiness against the other variables, and then, when I want to break it out, I will, By country which is the only available form of categorization.",relationship (continuous X continuous),FALSE,ANALYSIS PROCESS,li832lin23,happiness,Interactive,,1:06:14,1:06:14,,,TRUE,FALSE,1:06:14,P8
2218,scatterplot,outlier (relationship),I don't know why I put the interaction into there actually. I think it's just so I can look at outliers. ,relationship (continuous X continuous),FALSE,RELATIONSHIP,li832lin23,happiness,Interactive,"tooltip_brush_jointplot_happ_lifeExp3_li832lin23happiness, ",1:09:56,1:09:56,,,,TRUE,1:09:56,P8
2232,Multi-view Chart,representation comment,"I'm looking at this by country, and I can't see anything. ",relationship (continuous X continuous),FALSE,ANALYSIS PROCESS,li832lin23,happiness,Interactive,"tooltip_brush_barplot_avg_happiness_profile8_li832lin23happiness, ",1:21:43,1:21:43,,,,TRUE,1:21:43,P8
2233,Multi-view Chart,representation comment,"If I had a real thing, I would probably do by regions",,TRUE,ANALYSIS PROCESS,li832lin23,happiness,Interactive,"tooltip_brush_barplot_avg_happiness_profile8_li832lin23happiness, ",1:21:47,1:21:47,,,,TRUE,1:21:47,P8
2250,dataframe,representation comment,"I think I will start with the with the scatterplot and I will compare, just randomly, the home planet with the cryo-sleep. I guess it won't work because it's a boolean thing. But oh, okay. Actually, it works.",relationship (categorical X categorical),FALSE,ANALYSIS PROCESS,bjs827ee1u,space,Interactive,"display_df_bjs827ee1uspace, ",1:17:12,1:17:12,,,,FALSE,1:17:12,P6
2252,scatterplot,representation comment,there is actually a third option which I don't understand true false and whatever.,,TRUE,ANALYSIS PROCESS,bjs827ee1u,space,Interactive,"Age_CryoSleep_scatterplot_bjs827ee1uspace, ",1:18:08,1:18:08,,,,TRUE,1:18:08,P6
2256,python,plan of action,"Okay, now I want to see who survived who are VIPs.",relationship (categorical X categorical),FALSE,ANALYSIS PROCESS,bjs827ee1u,space,Interactive,"count_survived_bjs827ee1uspace, ",1:26:51,1:26:51,,,,FALSE,1:26:51,P6
2263,dataframe,representation comment,Data frame. Got a bunch of columns. Don't know what they mean.,,FALSE,ANALYSIS PROCESS,3r2sh20ei,Space,Interactive,"display_dataframe_3r2sh20eispace, ",1:08:19,1:08:19,,,,FALSE,1:08:19,P9
2276,profile,missing data,So we have 4 – No – 3 different home planets and nulls.,distribution (categorical),FALSE,DATASET,3r2sh20ei,Space,Interactive,"profile_dataframe_3r2sh20eispace, ",1:11:03,1:11:03,,,,FALSE,1:11:03,P9
2277,profile,representation comment,"Oh, there's some that say null rather than Nan's",,FALSE,ANALYSIS PROCESS,3r2sh20ei,Space,Interactive,"profile_dataframe_3r2sh20eispace, ",1:11:18,1:11:18,,,,FALSE,1:11:18,P9
2285,dataframe_profile,representation comment,"Okay, this makes sense. So all of these NaN's are nulls on the above correct",,FALSE,ANALYSIS PROCESS,3r2sh20ei,Space,Interactive,"profile_dataframe_3r2sh20eispace, vip_value_counts_3r2sh20eispace, null_rows_dataframe_3r2sh20eispace, ",1:14:57,1:14:57,,,,FALSE,1:14:57,P9
2286,profile,representation comment,[Talking about the profiler showing nulls] It was helpful if they show up. Most obscure it. So I'm glad they're at least displayed.,,FALSE,ANALYSIS PROCESS,3r2sh20ei,Space,Interactive,"profile_dataframe_3r2sh20eispace, ",1:15:13,1:15:13,,,,FALSE,1:15:13,P9
2291,double-profiler,relationship strength and/or direction,"They [hovering over survived profiler in double profiler] spent significantly more seems plausible. Given the x-axis– which is, by the way, a bad way to do this– the people who survived seems like the richest people.",relationship (categorical X continuous),FALSE,RELATIONSHIP,3r2sh20ei,Space,Interactive,"profile_survived-2_3r2sh20eispace, profile_deceased_3r2sh20eispace, ",1:31:58,1:31:58,,,,FALSE,1:31:58,P9
2292,double-profiler,relationship strength and/or direction,"We're still in that data set because the X-axis difference between room service. although for court that's not the same. Those deceased there are some higher values, shopping malls and higher values down there. So that idea is doesn't buy out looking ",relationship (categorical X continuous),FALSE,RELATIONSHIP,3r2sh20ei,Space,Interactive,"profile_survived-2_3r2sh20eispace, profile_deceased_3r2sh20eispace, ",1:32:14,1:32:14,,,TRUE,FALSE,1:32:14,P9
2293,double-profiler,relationship strength and/or direction,"so I don't know what the Y-axis is here, if it's the same between top and bottom, but the relative distribution most people from Earth. But we had a lot of people from Europa who died relatively more.",relationship (categorical X categorical),FALSE,RELATIONSHIP,3r2sh20ei,Space,Interactive,"profile_survived-2_3r2sh20eispace, profile_deceased_3r2sh20eispace, ",1:32:24,1:32:24,,,,FALSE,1:32:24,P9
2297,scatterplot,representation comment,"I wonder why, there aren't these null values? If doesn't seem to have a mapping for [refering to the pandas output of cryosleep_value_counts_2_7382kwtuespace]. 

Oh it It seems like they're in there there. Okay.",,FALSE,ANALYSIS PROCESS,7382kwtue,Space,Static,"VIP_Cryosleep_sizeCount_scatter_big_7382kwtuespace, cryosleep_value_counts_2_7382kwtuespace, ",0:19:30,0:19:30,,,,FALSE,0:19:30,P3
2312,none,relationship existence / non-existence,"Now, I really quickly wanna check a little bit more about that higher rate of young people not surviving.",relationship (categorical X continuous),FALSE,RELATIONSHIP,7382kwtue,Space,Static,,36:26:00,0:36:26,,,,FALSE,36:26:00,P3
2320,scatterplot,relationship cluster(s)/subgroup/ unexpected,Seems like there's an interesting mix there. But I don't know if that's the determining factor. [freedom and the relationship between highly corruption and highly confident in government entities].,"relationship (multivariate)
",FALSE,RELATIONSHIP,7382kwtue,Happiness,Interactive,"corruption_confidence_hover_pan_zoom_color_freedomQ_separate_encoding_scatter_bigger_7382kwtuehappiness, ",1:09:07,1:09:07,,,,TRUE,1:09:07,P3
2321,scatterplot,relationship cluster(s)/subgroup/ unexpected,I need to see if generosity correlated with corruption. Actually might like a little bit. What else do we have that might be a factor?,"relationship (multivariate)
",FALSE,RELATIONSHIP,7382kwtue,Happiness,Interactive,"corruption_confidence_hover_pan_zoom_color_generosityQ_separate_encoding_scatter_7382kwtuehappiness, ",1:09:15,1:09:15,,,,TRUE,1:09:15,P3
2322,scatterplot,relationship cluster(s)/subgroup/ unexpected,"actually, let me see if positive effect correlates generally with how correct do you think?","relationship (multivariate)
",FALSE,RELATIONSHIP,7382kwtue,Happiness,Interactive,"corruption_confidence_hover_pan_zoom_color_positive_affectQ_separate_encoding_scatter_2_7382kwtuehappiness, ",1:09:55,1:09:55,,,,TRUE,1:09:55,P3
2323,scatterplot,relationship cluster(s)/subgroup/ unexpected,And confidence in government is higher? Well. seems like that doesn't really correlate.,"relationship (multivariate)
",FALSE,RELATIONSHIP,7382kwtue,Happiness,Interactive,"corruption_confidence_hover_pan_zoom_color_positive_affectQ_separate_encoding_scatter_3_7382kwtuehappiness, ",1:10:11,1:10:11,,,,TRUE,1:10:11,P3
2324,scatterplot,relationship cluster(s)/subgroup/ unexpected,That's a weird dispersion [gestures to cluster with a low corruption and high positive affect that is distinct from the general trend],relationship (continuous X continuous),FALSE,RELATIONSHIP,7382kwtue,Happiness,Interactive,"positiveAffect_corruption_hover_pan_zoom_encode_scatter_7382kwtuehappiness, ",1:10:43,1:10:43,,,,TRUE,1:10:43,P3
2325,scatterplot,relationship strength and/or direction,"It seems like positive affect and corruption have sort of an odd relationship. It seems like most people in the data have a higher estimation of the corruption in their country. People who have a largely positive aspect to have a low estimation of of of corruption in their country. But there are these like 2 sort of separate lobes for people who have positive affect. So i'm trying to see what accounts for the difference between both of people down here and close to people up here. I was wondering if it's just a factor of like. The people down here are positive, but also enjoy like better Gdp than the people up here.","relationship (multivariate)
",TRUE,RELATIONSHIP,7382kwtue,Happiness,Interactive,"positiveAffect_corruption_hover_pan_zoom_encode_color_alt_logGDP_scatter_7382kwtuehappiness, ",1:12:54,1:12:54,TRUE,,,TRUE,1:12:54,P3
2326,scatterplot,representation comment,"it seems like there is some GDP correlation, but like this dark blue versus this light blue, is not telling me as much as I would like.","relationship (multivariate)
",TRUE,ANALYSIS PROCESS,7382kwtue,Happiness,Interactive,"positiveAffect_corruption_hover_pan_zoom_encode_color_alt_logGDP_scatter_3_7382kwtuehappiness, ",1:14:48,1:14:48,,,,TRUE,1:14:48,P3
2327,scatterplot,relationship existence / non-existence,"I am just as a way of eliminating like what the most significant, like tertiary variable might be","relationship (multivariate)
",TRUE,RELATIONSHIP,7382kwtue,Happiness,Interactive,"positiveAffect_corruption_hover_pan_zoom_encode_color_alt_logGDP_scatter_3_7382kwtuehappiness, ",1:15:16,1:15:16,,,,TRUE,1:15:16,P3
2328,scatterplot,plan of action,Hmm. Maybe the easiest thing to do here is year?,"relationship (multivariate)
",TRUE,ANALYSIS PROCESS,7382kwtue,Happiness,Interactive,"positiveAffect_corruption_hover_pan_zoom_encode_color_alt_logGDP_scatter_3_7382kwtuehappiness, ",1:17:45,1:17:45,,,,TRUE,1:17:45,P3
2329,Multi-view Chart,relationship strength and/or direction,"so positive effect and low corruption: Denmark, Sweden, New Zealand, Finland. Some like those countries seem to have interesting relationship. as do Canada, Netherlands.","relationship (multivariate)
",TRUE,RELATIONSHIP,7382kwtue,Happiness,Interactive,"affect_corruption_brush_7382kwtuehappiness, country_count_plot_7382kwtuehappiness, ",1:20:53,1:20:53,,,,TRUE,1:20:53,P3
2330,Multi-view Chart,relationship cluster(s)/subgroup/ unexpected,Rwanda is interesting.,"relationship (multivariate)
",TRUE,RELATIONSHIP,7382kwtue,Happiness,Interactive,"affect_corruption_brush_7382kwtuehappiness, country_count_plot_7382kwtuehappiness, ",1:21:19,1:21:19,,,,TRUE,1:21:19,P3
2334,none,plan of action,"So now i'm trying to see if there's a relationship over time for positive effect of the country, or if that's something that just like we made static.","relationship (multivariate)
",FALSE,ANALYSIS PROCESS,7382kwtue,Happiness,Interactive,,1:26:40,1:26:40,,,,FALSE,1:26:40,P3
2342,pairplot,representation comment,"I mean, that's not totally true. because so, for example, we can see that some of these variables have pretty strong correlation so like this is, I would imagine, a a very strong correlation. So this is a correlation between happiness and logGDP.",relationship (continuous X continuous),FALSE,ANALYSIS PROCESS,4728sjuiz,Happiness,Static,"pairplot_df_4728sjuizhappiness, ",28:01:00,0:28:01,,TRUE,,FALSE,28:01:00,P10
2349,pairplot,relationship cluster(s)/subgroup/ unexpected,if there's a just a clean correlation that's linear then maybe there's nothing particular to look for. But if there's a nonlinearity here like it seems like there might be here [pointing to freedom x corruption scatterplot]. So the the people who are low in the corruption score seem to cluster high in the freedom score.,relationship (continuous X continuous),FALSE,RELATIONSHIP,4728sjuiz,Happiness,Static,"pairplot_df_4728sjuizhappiness, ",30:23:00,0:30:23,,,,FALSE,30:23:00,P10
2360,scatterplot,relationship cluster(s)/subgroup/ unexpected,And are they within range for other Variables as well.,"relationship (multivariate)
",FALSE,RELATIONSHIP,4728sjuiz,Happiness,Static,"jointplot_freedom_corruption_4728sjuizhappiness, ",42:52:00,0:42:52,,,,FALSE,42:52:00,P10
