SID,PID,PNUM,Condition,Notebook,Timestamp,interaction_used,Data Type,Highlevel,Utterance Type,Final_Group,group,All representations,Flag Storytelling,Flag Correction,Flag Simultaneous Characterization,Utterance
2326,7382kwtue,P3,Interactive,Happiness,1:14:48,TRUE,"relationship (multivariate)
",ANALYSIS PROCESS,representation comment,scatterplot,scatterplot,"positiveAffect_corruption_hover_pan_zoom_encode_color_alt_logGDP_scatter_3_7382kwtuehappiness, ",,,,"it seems like there is some GDP correlation, but like this dark blue versus this light blue, is not telling me as much as I would like."
2327,7382kwtue,P3,Interactive,Happiness,1:15:16,TRUE,"relationship (multivariate)
",RELATIONSHIP,relationship existence / non-existence,scatterplot,scatterplot,"positiveAffect_corruption_hover_pan_zoom_encode_color_alt_logGDP_scatter_3_7382kwtuehappiness, ",,,,"I am just as a way of eliminating like what the most significant, like tertiary variable might be"
2328,7382kwtue,P3,Interactive,Happiness,1:17:45,TRUE,"relationship (multivariate)
",ANALYSIS PROCESS,plan of action,scatterplot,scatterplot,"positiveAffect_corruption_hover_pan_zoom_encode_color_alt_logGDP_scatter_3_7382kwtuehappiness, ",,,,Hmm. Maybe the easiest thing to do here is year?
2329,7382kwtue,P3,Interactive,Happiness,1:20:53,TRUE,"relationship (multivariate)
",RELATIONSHIP,relationship strength and/or direction,Multi-view Chart,Multi-view Chart,"affect_corruption_brush_7382kwtuehappiness, country_count_plot_7382kwtuehappiness, ",,,,"so positive effect and low corruption: Denmark, Sweden, New Zealand, Finland. Some like those countries seem to have interesting relationship. as do Canada, Netherlands."
2330,7382kwtue,P3,Interactive,Happiness,1:21:19,TRUE,"relationship (multivariate)
",RELATIONSHIP,relationship cluster(s)/subgroup/ unexpected,Multi-view Chart,Multi-view Chart,"affect_corruption_brush_7382kwtuehappiness, country_count_plot_7382kwtuehappiness, ",,,,Rwanda is interesting.
2334,7382kwtue,P3,Interactive,Happiness,1:26:40,FALSE,"relationship (multivariate)
",ANALYSIS PROCESS,plan of action,none,none,,,,,"So now i'm trying to see if there's a relationship over time for positive effect of the country, or if that's something that just like we made static."
2342,4728sjuiz,P10,Static,Happiness,28:01:00,FALSE,relationship (continuous X continuous),ANALYSIS PROCESS,representation comment,pairplot,pairplot,"pairplot_df_4728sjuizhappiness, ",,TRUE,,"I mean, that's not totally true. because so, for example, we can see that some of these variables have pretty strong correlation so like this is, I would imagine, a a very strong correlation. So this is a correlation between happiness and logGDP."
2349,4728sjuiz,P10,Static,Happiness,30:23:00,FALSE,relationship (continuous X continuous),RELATIONSHIP,relationship cluster(s)/subgroup/ unexpected,pairplot,pairplot,"pairplot_df_4728sjuizhappiness, ",,,,if there's a just a clean correlation that's linear then maybe there's nothing particular to look for. But if there's a nonlinearity here like it seems like there might be here [pointing to freedom x corruption scatterplot]. So the the people who are low in the corruption score seem to cluster high in the freedom score.
2360,4728sjuiz,P10,Static,Happiness,42:52:00,FALSE,"relationship (multivariate)
",RELATIONSHIP,relationship cluster(s)/subgroup/ unexpected,scatterplot,scatterplot,"jointplot_freedom_corruption_4728sjuizhappiness, ",,,,And are they within range for other Variables as well.
2362,4728sjuiz,P10,Interactive,Space,1:10:00,FALSE,,ANALYSIS PROCESS,plan of action,scatterplot,scatterplot,"null_count_plot_4728sjuizspace, ",,,,"So a bunch of the data here have one column missing. So I mean, one thing we can do is ask which one of these is there one problematic column?"
2387,3r2sh20ei,P9,Static,Happiness,20:21,FALSE,,VARIABLE,"distribution shape [shape, skew, kurtosis]",none,none,,,,TRUE,"So before I would like to be able to answer any of those I would just start looking like, make sure things met my expectation... . Make sure things were on the right, like distribution or values. If anything looked outside of what I would expect."
2389,3r2sh20ei,P9,Static,Happiness,21:23,FALSE,distribution  (continuous),ANALYSIS PROCESS,representation comment,profile,profile,"profile_dataframe_3r2sh20eihappiness, ",,,,"And so it looks like it says, 2004 here, that's the first thing that pops outâ--  I thought it said 2,005 to 2021. So maybe that's just the way the like viz did it. "
2390,3r2sh20ei,P9,Static,Happiness,21:30,FALSE,distribution  (continuous),ANALYSIS PROCESS,representation comment,profile,profile,"profile_dataframe_3r2sh20eihappiness, min_year_3r2sh20eihappiness, ",,TRUE,,"So I would do something like df.year got in and it says, 2,005 back. Okay, so that's just like how the viz decided to make it."
2397,3r2sh20ei,P9,Static,Happiness,22:54,FALSE,,ANALYSIS PROCESS,representation comment,none,none,,,,,I would look for missing data. I don't think there's anything in the static to like. Take a look for missing information
2398,3r2sh20ei,P9,Static,Happiness,0:23:28,FALSE,distribution  (continuous),ANALYSIS PROCESS,representation comment,dataframe,dataframe,"null_rows_dataframe_3r2sh20eihappiness, ",,,,"I got a lot of missing data. I got a lot of missing data. I don't know why it's missing. Oh, that's an NaN."
2404,3r2sh20ei,P9,Static,Happiness,29:28:00,FALSE,relationship (continuous X continuous),ANALYSIS PROCESS,representation comment,scatterplot,scatterplot,"jointplot_happinessScore_lifeExpectancy_3r2sh20eihappiness, ",,,,"It's a relationship between happiness and life expectancy seems like the most obvious. I can do a pair plot in a second, but that's going to give me a bagillion. So I want to look at these first. "
2406,3r2sh20ei,P9,Static,Happiness,30:07:00,FALSE,distribution (categorical),VARIABLE,"distribution range [min, max]",profile,profile,"profile_dataframe_3r2sh20eihappiness, ",,,,It's going to give me way too manyâ--  I already saw how many unique values there were. There were a lot of countries. 
2409,3r2sh20ei,P9,Static,Happiness,30:35:00,FALSE,relationship (categorical X continuous),ANALYSIS PROCESS,representation comment,lineplot,lineplot,"lineplot_year_averageHappinessScore_3r2sh20eihappiness, ",,,,Who knows which blue one that is because of my terrible decision.
2416,3r2sh20ei,P9,Static,Happiness,33:25:00,FALSE,relationship (continuous X continuous),RELATIONSHIP,outlier (relationship),pairplot,pairplot,"pairplot_dataframe_3r2sh20eihappiness, ",,,TRUE,"I'm just looking at the overall blobs and shapes. We've got outliers, of course, because there's a lot of data here. most things are pretty blobby."
2421,3r2sh20ei,P9,Static,Happiness,25:03:00,FALSE,relationship (continuous X continuous),RELATIONSHIP,relationship form (linearity/non-linearity),pairplot,pairplot,"pairplot_dataframe_3r2sh20eihappiness, ",,,,"If we look at corruption and generosity, this seems there's 2 blobs, some Bimodal of something going on. So like, I'm curious which countries or time have this split between corruption and generosity."
2425,3r2sh20ei,P9,Static,Happiness,44:30:00,FALSE,relationship (continuous X continuous),ANALYSIS PROCESS,representation comment,none,none,,,,,"So we see this like purple cluster, I can't guarantee those are the same countries. There's also this other group of blue dots, kind of along the bottom."
2442,7ACC0B75,P2,Static,Happiness,33:10:00,FALSE,,DATASET,missing data,dataframe,dataframe,"check_na3_7ACC0B75happiness, ",,,,"So I have a hypothesis I want to check. If the data set has nulls.Now based on this snapshot. I don't think it does, but that is like very stupid, because these 3 dots could mean anything."
2444,7ACC0B75,P2,Interactive,Space,48:20:00,FALSE,distribution (categorical),ANALYSIS PROCESS,representation comment,profile,profile,"profile_all_columns8_7ACC0B75space, ",,,,"Earth, Europa, Mars. I like this, a separate bar for nulls."
2471,92ghd48xe,P4,Static,Happiness,25:51:00,FALSE,,ANALYSIS PROCESS,plan of action,scatterplot,scatterplot,"alx_jointplot_happinessscore_corruption_1_92ghd48xehappiness, ",,,,Let's do corruption as the explanatory variable and happiness score as the other one. 
2511,E1D39056,P1,Static,Space,21:15,FALSE,,DATASET,missing data,profile,profile,"alx_profile_not_transported_E1D39056space, ",,,,nulls showing up automatically in one of these histogram values is helpful.
2517,E1D39056,P1,Interactive,Happiness,46:21:00,FALSE,,DATASET,missing data,profile,profile,"profile_df_any_na_E1D39056happiness, ",,,,So it like from this profile I would assume that there's like one country name that is is null.
2540,8v892iige,P11,Static,Space,36:05:00,FALSE,,DATASET,missing data,describe,describe,"df_describe_transpose_8v892iigespace, ",,,,"So, for example, this looks like,  there's 5,000 observations, but each is 4,900 [referring to count column of df.describe().T], so there's a hundred missing."
2547,8v892iige,P11,Static,Space,39:40:00,FALSE,,ANALYSIS PROCESS,plan of action,dataframe,dataframe,"load_data_and_head_8v892iigespace, ",,,,"I mean, if we want right, we can replace that with the a kind of like the center of the distribution. "
2552,8v892iige,P11,Static,Space,43:25:00,FALSE,,ANALYSIS PROCESS,plan of action,profile,profile,"profile_df_VIP_8v892iigespace, profile_df_roomService_8v892iigespace, ",,,,"So from the histogram, I already see that you want the median to be 0. So I'm going to replace Room Service with 0 and the vip with the false."
2577,iurmer289,P12,Static,Happiness,35:23:00,FALSE,,ANALYSIS PROCESS,plan of action,dataframe,dataframe,,,,,"it says like, there's a organization which surveyed populations of countries and aggregated the information about like every country's happiness, and this is a UN global development project. And yeah, we need to analyze this data, and a better like have to better understand the conditions that lead to happiness for future initiatives. "
2593,iurmer289,P12,Static,Happiness,46:23:00,FALSE,,ANALYSIS PROCESS,plan of action,info,info,"happiness_df_head_iurmer289happiness, ",,,,"And just I want to see how how we can fill them, or like, do we need to just get rid of them? I just wanted to try completely like dropping the rows with the like, you know, just missing values."
2594,iurmer289,P12,Static,Happiness,46:40:00,FALSE,,DATASET,missing data,dataframe,dataframe,"dropna_shape_check_iurmer289happiness, happiness_df_info_iurmer289happiness, ",,,,"I want to see, like how many how many rows would be left after dropping for every column which seems to reduce our dataset by a lot."
2599,iurmer289,P12,Static,Happiness,50:10:00,FALSE,distribution (categorical),DATASET,missing data,scatterplot,scatterplot,"correct_filtered_data_profile_iurmer289happiness, initial_data_profile_iurmer289happiness, ",,,,"Although we have like less countries now. Yeah, we only have 149 categories which are like less countries than we had before [hovers over 166 from unfiltered profiler]"
2600,iurmer289,P12,Static,Happiness,50:51:00,FALSE,distribution (categorical),DATASET,missing data,Multi-view Chart,Multi-view Chart,"correct_filtered_data_profile_iurmer289happiness, initial_data_profile_iurmer289happiness, ",,,,"we only lost, 110, wait 17 countries. But most of the other countries stayed. So maybe, like our analysis on the happiness itself wouldn't suffer from that. So, for now I'm willing to go like forward with this like filter dropped like missing values."
2641,iurmer289,P12,Interactive,Space,1:41:36,FALSE,,ANALYSIS PROCESS,plan of action,dataframe,dataframe,"interactive_tutorial, ",,,,"I can also have color, so I can add another dimension for this, so maybe cryo sleep"
2650,iurmer289,P12,Interactive,Space,1:50:01,TRUE,relationship (continuous X continuous),ANALYSIS PROCESS,representation comment,data_dictionary,data_dictionary,"tooltip_scatterplot_without_size_iurmer289space, ",,,,"Like now, there is no trending in age or room service, so we could look into this like area, which is very dense, but I don't think it would be showing us anything new. "
2661,s294hoei,P13,Static,Happiness,26:28:00,FALSE,,ANALYSIS PROCESS,representation comment,lineplot,lineplot,"happiness_head_repeated_s294hoeihappiness, ",,,,I would love to maybe make a line chart of life expectancy in a particular country.
2669,s294hoei,P13,Static,Happiness,34:22:00,FALSE,distribution (categorical),ANALYSIS PROCESS,representation comment,dataframe,dataframe,"multi_country_life_expectancy_lineplot_s294hoeihappiness, ",,,," guess you could do line plots, and then you by country, and they'd sort of give you something similar. But I guess then you run into that question of it'll give you all 198 countries on the hue."
2685,s294hoei,P13,Static,Happiness,39:12:00,FALSE,,ANALYSIS PROCESS,representation comment,heatmap,heatmap,"life_expectancy_vs_gdp_scatterplot_initial_s294hoeihappiness, ",,,,"I'd be curious to .... maybe get labels on some of the outliers, maybe a point here and maybe a point here and be a part here."
2691,s294hoei,P13,Static,Happiness,44:18:00,FALSE,relationship (continuous X continuous),RELATIONSHIP,relationship existence / non-existence,lineplot,lineplot,"life_expectancy_vs_gdp_scatterplot_facet_column_s294hoeihappiness, ",,,,Because it does seem like it does seem like there's something happening with the gradient. But I can't really like the gradients not really consistent. And II think it'd be fun to if I can maybe see if there's if the gradient is changing in any way over time.
